FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Lead frame,Unit/strip,Strip/lot,Process
FR0695,5.0,307.76,ND-280Z160D004A,1.6X2.8,QFN,CU,2300.0,20.0,
FR0695,5.0,307.76,NDC280E160D004K,1.6X2.8,QFN,CU,2300.0,20.0,
FR0695,5.0,307.76,NDE280E160D004A,1.6X2.8,QFN,CU,2300.0,12.0,
FR0695,5.0,307.76,NDE280E160D004K,1.6X2.8,QFN,CU,2300.0,12.0,
FR0695,5.0,307.76,NDF280E160D004A,1.6X2.8,QFN,CU,2300.0,16.0,
FR0695,5.0,307.76,NDF280E160D004K,1.6X2.8,QFN,CU,2300.0,20.0,
FR0695,5.0,307.76,NDG280E160D004K,1.6X2.8,QFN,CU,2300.0,20.0,
FR0726,5.0,308.65,NQ-300E3001020A,3X3,SLP,Cu,1170.0,30.0,Full Cut
FR0726,5.0,308.65,NQ-300E300B020A,3X3,QFN,CU,1170.0,30.0,
FR0726,5.0,308.65,TQ-300E300B020A,3X3,QFN,CU,1170.0,30.0,
FR0726,5.0,308.65,TQ-300E300B020K,3X3,QFN,CU,1170.0,30.0,
FR0726,5.0,308.65,TQC300E300B020A,3X3,QFN,CU,1170.0,30.0,
FR0726,5.0,308.65,TQC300E300B020K,3X3,QFN,CU,1170.0,30.0,
FR0736,3.0,156.71,MQC900S900B064D,9X9,QFN,PPF,120.0,30.0,
FR0736,3.0,156.71,NQ-900E900B064D,9X9,QFN,PPF,120.0,40.0,
FR0736,3.0,156.71,NQ-900E900B064P,9X9,QFN,PPF,120.0,40.0,
FR0736,3.0,156.71,NQC900E900B064D,9X9,QFN,PPF,120.0,40.0,
FR0736,3.0,156.71,NQC900E900B064P,9X9,QFN,PPF,120.0,40.0,
FR0736,3.0,156.71,TQC900E900B064P,9X9,QFN,PPF,120.0,40.0,
FR0737,3.0,387.63,TD-200E200C006D,2X2,QFN,PPF,2470.0,20.0,
FR0737,3.0,387.63,TD-200E200C006P,2X2,QFN,PPF,2470.0,20.0,
FR0737,3.0,387.63,TDC200E200C006D,2X2,QFN,PPF,2470.0,20.0,
FR0737,3.0,387.63,TDC200E200C006P,2X2,QFN,PPF,2470.0,20.0,
FR0738,3.0,179.85,NQ-700E700B048D,7X7,QFN,PPF,240.0,40.0,
FR0738,3.0,179.85,NQ-700E700B048P,7X7,QFN,PPF,240.0,40.0,
FR0738,3.0,179.85,NQ-700M700B048D,7X7,QFN,PPF,240.0,40.0,
FR0738,3.0,179.85,NQ-700M700B048P,7X7,QFN,PPF,240.0,40.0,
FR0738,3.0,179.85,NQC700E700B048B,7X7,QFN,PPF,240.0,40.0,
FR0738,3.0,179.85,NQC700E700B048D,7X7,QFN,PPF,240.0,40.0,
FR0738,3.0,179.85,NQC700E700B048P,7X7,QFN,PPF,240.0,40.0,
FR0738,3.0,179.85,TQC700E700B048P,7X7,QFN,PPF,240.0,40.0,
