FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Frame type ,Unit/strip,Process,Before_Outlier,After_Outlier
FR0461,3.0,245.82,ND-320S250P004P,2.5X3.2,QFN,Full PPF,1275.0,,1.0,1.0
FR0507,3.0,219.65,NQ-500E5001040A,5X5,SLP,Full PPF,440.0,Step Cut,2.0,2.0
FR0551,5.0,325.53,TD-200E200M008A,2X2,QFN,Copper ,2470.0,,2.0,2.0
FR0574,3.0,214.4,ND-500E600G008D,6X5,QFN,Full PPF,385.0,,2.0,2.0
FR0624,3.0,146.31,NQ-800E800B056D,8X8,QFN,Full PPF,175.0,,2.0,2.0
FR0668,3.0,271.56,NQ-500E500B032A,5X5,QFN,Full PPF,440.0,,10.0,10.0
FR0674,5.0,193.46,TQ-300E600B028A,6X3,QFN,Copper ,585.0,,1.0,1.0
FR0694,3.0,258.32,TD-200S160Z004D,1.6X2,QFN,Full PPF,2990.0,,1.0,1.0
FR0695,5.0,241.47,ND-280E160D004A,1.6X2.8,QFN,Copper ,2300.0,,1.0,1.0
FR0699,5.0,188.81,MQC500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,5.0,5.0
FR0716,3.0,271.56,MQC500E500B032D,5X5,QFN,Full PPF,440.0,,10.0,10.0
FR0720,3.0,242.27,MQ-400E400B024P,4X4,QFN,Full PPF,700.0,,4.0,4.0
FR0726,5.0,209.86000000000004,NQ-300E3001020A,3X3,SLP,Copper ,1170.0,Full Cut,1.0,1.0
FR0736,3.0,164.52,MQC900S900B064D,9X9,QFN,Full PPF,120.0,,3.0,3.0
FR0737,2.0,509.22,TD-200E200C006D,2X2,QFN,Full PPF,2470.0,,1.0,1.0
FR0751,5.0,188.81,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,5.0,5.0
FR0773,3.0,171.16,ND-400E3001012A,3X4,SLP,Full PPF,910.0,Step Cut,1.0,1.0
FR0785,3.0,242.04,MQ-400E4001024A,4X4,SLP,Full PPF,700.0,Step Cut,5.0,5.0
FR0800,3.0,374.2,TDC300M300C008P,3X3,QFN,Full PPF,1170.0,,3.0,3.0
FR0806,2.0,200.0,NQ-900E900B064A,9X9,QFN,Copper ,120.0,,1.0,1.0
FR0945,5.0,188.81,NQ-500E5001032A,5X5,SLP,Copper ,440.0,Full Cut,5.0,5.0
FR0958,3.0,242.27,NQ-400E400B020D,4X4,QFN,Full PPF,700.0,,4.0,4.0
FR0968,5.0,212.29,NQ-600E600B036A,6X6,QFN,Copper ,315.0,,6.0,6.0
FR0969,5.0,183.29,MQC700E700B048A,7X7,QFN,Copper ,240.0,Full Cut,5.0,5.0
FR0979,3.0,374.2,TQ-300E300B016A,3X3,QFN,Full PPF,1170.0,,3.0,3.0
FR0986,3.0,193.98,MQD415E600Z015C,6X4.15,QFN,Full PPF,405.0,,1.0,1.0
FR0989,3.0,163.74,NQ-700E7001048A,7X7,SLP,Full PPF,240.0,Step Cut,5.0,5.0
FR1010,5.0,240.94999999999996,ND-200E300B008A,3X2,QFN,Copper ,1690.0,,1.0,1.0
FR1021,5.0,163.89,NQ-800E8001056A,8X8,SLP,Copper ,175.0,Full Cut,3.0,3.0
FR1039,3.0,271.56,NQC500E500A040A,5X5,QFN,Full PPF,440.0,,10.0,10.0
FR1086,3.0,270.235,NQ-700Z700A056T,7X7,QFN,Full PPF,0.0,Step Cut,1.0,1.0
FR1091,5.0,197.27,NQ-500E500D016A,5X5,QFN,Copper ,440.0,,11.0,11.0
FR1095,3.0,279.53,TQ-600M600B036P,6X6,QFN,Full PPF,315.0,,2.0,2.0
FR1127,3.0,247.5,MB-G0-1G0361BFT,16X16,BGA,Full PPF,1.0,,1.0,1.0
FR1128,5.0,197.27,NQ-500E500A040A,5X5,QFN,Copper ,440.0,,11.0,11.0
FR1138,3.0,263.98,TQ-300E3001012C,3X3,SLP,,1170.0,Step Cut,,
FR1144,3.0,163.74,NQC700E7001048A,7X7,SLP,Full PPF,240.0,Step Cut,5.0,5.0
FR1151,3.0,203.13,ND-400E400X012E,4X4,SFS,,700.0,Step Cut,,
FR1152,3.0,200.8,NQ-500E5001032A,5X5,SLP,,440.0,Step Cut,,
FR1162,3.0,242.04,NQ-400E4001024A,4X4,SLP,Full PPF,700.0,Step Cut,5.0,5.0
FR1164,5.0,157.79,NQC800E800B048A,8X8,QFN,Copper ,175.0,,3.0,3.0
FR1168,3.0,166.45,NQ-700E7001048A,7X7,SLP,,240.0,Step Cut,,
FR1170,3.0,154.89,TD-170E2501002A,2.5X1.7,SLP,,2325.0,Step Cut,,
FR1192,2.0,231.3,NQ-500E5001024A,5X5,SLP,Copper ,440.0,,2.0,2.0
FR1208,5.0,144.52,NQ-600E6001036A,6X6,SLP,,315.0,Full Cut,,
FR1212,3.0,194.84,NQ-350E4501020A,4.5X3.5,SLP,,720.0,Step Cut,,
FR1215,5.0,366.63,NQC300E300B016D,3X3,QFN,Copper ,1170.0,,3.0,3.0
FR1217,5.0,255.78,NQ-400E3501014C,3.5X4,SLP,Copper ,770.0,Full Cut,1.0,1.0
FR1252,3.0,215.36000000000004,TD-200E2001008A,2X2,SLP,Full PPF,2470.0,Step Cut,1.0,1.0
FR1258,5.0,399.2,ND-450D3001014A,3X4.5,SLP,,780.0,Full Cut,,
FR1263,3.0,160.06,NQ-700E7001048A,7X7,SLP,,240.0,Step Cut,,
FR1278,3.0,189.51,TQ-400E4001020A,4X4,SLP,,700.0,Step Cut,,
FR1285,5.0,237.83,MQC400S400X024A,4X4,SFS,Copper ,700.0,Full Cut,1.0,1.0
FR1294,5.0,156.67,TQ-700E7001044A,7X7,SLP,,240.0,Full Cut,,
FR1297,3.0,302.22,ND-300E3001010A,3X3,SLP,,1170.0,Step Cut,,
FR1321,3.0,203.32,NQ-400E4001024A,4X4,SLP,,700.0,Step Cut,,
FR1327,3.0,163.74,NQ-700E7001048A,7X7,SLP,Full PPF,240.0,Step Cut,5.0,5.0
FR1341,3.0,214.4,ND-500S600G008A,6X5,QFN,Full PPF,385.0,,2.0,2.0
FR1392,3.0,220.76,TD-200E2001006A,2X2,SLP,,2470.0,Step Cut,,
FR1397,5.0,182.44,TD-400E4001008A,4X4,SLP,,700.0,Full Cut,,
FR1401,2.0,208.885,MQC600E6001032A,6X6,SLP,,315.0,Full Cut,,
FR1406,3.0,174.23,ND-300E3001010A,3X3,SLP,,1170.0,Step Cut,,
FR1407,2.0,229.61,MQC500E5001032A,5X5,SLP,,440.0,,,
FR1414,3.0,179.89,TD-300D2001012A,2X3,SLP,,1710.0,Step Cut,,
FR1415,5.0,331.27,ND-200E2001006A,2X2,SLP,Copper ,2470.0,Full Cut,2.0,2.0
FR1441,3.0,230.26,TD-300E2001010A,2X3,SLP,,1710.0,Step Cut,,
FR1442,3.0,237.66,NQ-300E3001016A,3X3,SLP,Full PPF,1170.0,Step Cut,5.0,5.0
FR1443,5.0,210.57000000000002,NQ-600E6001036A,6X6,SLP,,315.0,Full Cut,,
FR1447,3.0,138.77,NQ-700E7001056A,7X7,SLP,,240.0,Step Cut,,
FR1449,3.0,160.66,TD-300E3001010A,3X3,SLP,,1170.0,Step Cut,,
FR1456,3.0,248.43,NQP400E3501014C,3.5X4,SLP,,770.0,Step Cut,,
FR1464,3.0,226.695,NQ-400E4001020A,4X4,SLP,,700.0,Step Cut,,
FR1493,3.0,189.13,TQ-400E600Z016A,6X4,QFN,Full PPF,450.0,,1.0,1.0
FR1500,5.0,182.64,ND-500E600G008A,6X5,QFN,Copper ,385.0,,2.0,2.0
FR1503,3.0,271.56,NQ-500E500A040D,5X5,QFN,Full PPF,440.0,,10.0,10.0
FR1536,5.0,229.71,NQC400E400A032A,4X4,QFN,Copper ,700.0,,9.0,8.0
FR1538,5.0,182.0,TQ-700EB00B064A,11X7,QFN,Copper ,150.0,,1.0,1.0
FR1545,5.0,183.29,NQ-700E700B048K,7X7,QFN,Copper ,240.0,,5.0,5.0
FR1552,3.0,271.56,NQ-500E500C020U,5X5,QFN,Full PPF,440.0,,10.0,10.0
FR1583,3.0,291.82,NQC500E500X032U,5X5,SFS,,440.0,,,
FR1617,5.0,239.71,TD-600S800G008K,8X6,QFN,Copper ,225.0,,2.0,2.0
FR1618,5.0,157.79,NDC800E800Z008A,8X8,QFN,Copper ,175.0,,3.0,3.0
FR1629,5.0,186.93,TQC500M600U039U,6X5,QFN,Copper ,360.0,,3.0,3.0
FR1634,5.0,197.27,TQC500E500U031U,5X5,QFN,Copper ,440.0,,11.0,11.0
FR1636,5.0,226.63,4QC400E600U034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1637,5.0,137.69,TQ-900E900B064E,9X9,QFN,Copper ,120.0,,3.0,3.0
FR1645,5.0,327.06,TQC400E500B025U,4X5,QFN,Copper ,560.0,,2.0,2.0
FR1658,5.0,229.71,TQC400E400A026A,4X4,QFN,Copper ,700.0,,9.0,8.0
FR1662,3.0,242.27,NQC400S400A032D,4X4,QFN,Full PPF,700.0,,4.0,4.0
FR1683,5.0,212.29,NQ-600E600A052K,6X6,QFN,Copper ,315.0,,6.0,6.0
FR1684,3.0,283.07,ND-700S500R006D,5X7,QFN,Full PPF,320.0,,2.0,2.0
FR1698,5.0,197.27,TQ-500M500U032U,5X5,QFN,Copper ,440.0,,11.0,11.0
FR1706,3.0,387.96,NDC300E350X010U,3X3.5,SFS,,1040.0,,,
FR1745,5.0,183.03,TQZ500M600U039U,5X6,QFN,Copper ,360.0,,7.0,7.0
FR1748,3.0,388.63,,,NAN,,,,,
FR1758,3.0,242.27,NQC400E400B022D,4X4,QFN,Full PPF,700.0,,4.0,4.0
FR1761,3.0,199.72,NDC500E600G008D,5X6,QFN,Full PPF,385.0,,1.0,1.0
FR1768,5.0,183.03,TQ-500E600B036K,5X6,QFN,Copper ,360.0,,7.0,7.0
FR1769,5.0,197.27,TQ-500E500B032K,5X5,QFN,Copper ,440.0,,11.0,11.0
FR1771,3.0,374.2,TD-300E300B010A,3X3,QFN,Full PPF,1170.0,,3.0,3.0
FR1776,3.0,253.77,NQC700E700A060D,7X7,QFN,Full PPF,240.0,,2.0,2.0
FR1780,5.0,229.71,4QC400E400U028U,4X4,QFN,Copper ,700.0,,9.0,8.0
FR1784,3.0,279.53,NQC600E600A052B,6X6,QFN,Full PPF,315.0,,2.0,2.0
FR1806,3.0,146.31,NDC800E800Z008B,8X8,QFN,Full PPF,175.0,,2.0,2.0
FR1813,5.0,197.27,TQC500M500U031U,5X5,QFN,Copper ,440.0,,11.0,11.0
FR1817,5.0,268.43,TD-330E330C008U,3.3X3.3,QFN,Copper ,880.0,,1.0,1.0
FR1819,5.0,226.63,4Q-400M600S034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1821,3.0,336.16,MQ-350E350D012D,3.5X3.5,QFN,Full PPF,880.0,,1.0,1.0
FR1829,3.0,266.17,JQP700E650Z028M,6.5X7,QFN,Full PPF,270.0,,1.0,1.0
FR1830,3.0,415.64,JQP330E450Z009M,3.3X4.5,QFN,Full PPF,720.0,,1.0,1.0
FR1834,5.0,177.55000000000004,NQ-600E900U039U,6X9,QFN,Copper ,210.0,,1.0,1.0
FR1835,3.0,293.75,TQC330D330U012U,3.3X3.3,QFN,Full PPF,960.0,,1.0,1.0
FR1837,5.0,226.63,4Q-400E600U034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1840,3.0,288.43,TQ-300E600A040D,6X3,QFN,Full PPF,585.0,,1.0,1.0
FR1851,5.0,182.64,TDC500E600G008K,6X5,QFN,Copper ,385.0,,2.0,2.0
FR1854,2.0,216.54,NQC800M600C030D,8X6,QFN,Full PPF,225.0,,1.0,1.0
FR1862,5.0,226.63,4Q-400E600U034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1868,3.0,271.47,BQC600S500U023B,5X6,QFN,Full PPF,360.0,,1.0,1.0
FR1873,5.0,226.63,4Q-400M600U034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1880,5.0,183.03,MQC500M600U039U,5X6,QFN,Copper ,360.0,,7.0,7.0
FR1886,5.0,226.63,RQC400M600S034U,6X4,QFN,Copper ,450.0,,6.0,6.0
FR1888,5.0,183.29,NQC700M700B048K,7X7,QFN,Copper ,240.0,,5.0,5.0
FR1889,3.0,283.0,NQC600E500Z023D,6X5,QFN,Full PPF,360.0,,1.0,1.0
FR1892,3.0,550.5,FQP300E270B007M,3X2.7,QFN,Full PPF,1300.0,,1.0,1.0
FR1893,5.0,267.19,4Q-310M410U026U,3.1X4.1,QFN,Copper ,900.0,,1.0,1.0
FR1898,3.0,271.56,TQC500M500U031U,5X5,QFN,Full PPF,440.0,,10.0,10.0
FR1902,3.0,164.52,MQC900S900B064D,9X9,QFN,Full PPF,120.0,,3.0,3.0
FR1904,5.0,234.18,RQC525M500S033U,5.25X5,QFN,Copper ,350.0,,2.0,2.0
FR1906,5.0,234.18,HQC525M500U033U,5.25X5,QFN,Copper ,350.0,,2.0,2.0
FR4003,3.0,271.56,TQC500M500W031U,5X5,QFN,Full PPF,440.0,,10.0,10.0
FR4004,5.0,188.81,NQC500E5001032K,5X5,SLP,Copper ,440.0,Full Cut,5.0,5.0
FR4006,3.0,146.8,NQ-900M9001064U,9X9,SLP,Full PPF,120.0,Step Cut,3.0,3.0
FR4009,5.0,212.29,NQ-600D600W028U,6X6,QFN,Copper ,315.0,,6.0,6.0
FR4011,5.0,161.0,NQ-600E6001040E,6X6,SLP,Copper ,315.0,Full Cut,1.0,1.0
FR5001,3.0,371.94,TD-200E200C006D,2X2,QFN,Full PPF,2470.0,,2.0,2.0
FR5005,3.0,271.56,NQ-500E500A040B,5X5,QFN,Full PPF,440.0,,10.0,10.0
FR5022,3.0,253.77,NQC700E700A056D,7X7,QFN,Full PPF,240.0,,2.0,2.0
FR5055,3.0,287.75,TD-300E2001010Z,2X3,SLP,,1710.0,Step Cut,,
FR5068,3.0,203.26500000000001,NQ-500E5001028Z,5X5,SLP,,440.0,Step Cut,,
FR5071,3.0,152.29,ND-500E4001016U,4X5,SLP,,550.0,Step Cut,,
FR5077,5.0,183.03,4DC600M500U012U,5X6,QFN,Copper ,360.0,,7.0,7.0
FR5083,3.0,227.88000000000002,NQ-500E5001032Z,5X5,SLP,,440.0,Step Cut,,
FR5084,3.0,201.6,TQ-300E4001020Z,4X3,SLP,,910.0,Step Cut,,
FR5088,3.0,146.8,NQ-900E9001064U,9X9,SLP,Full PPF,120.0,Step Cut,3.0,3.0
FR5090,3.0,168.8,TD-300E3001012U,3X3,SLP,,1170.0,Step Cut,,
FR5111,3.0,174.08,TD-400E3001014U,3X4,SLP,,910.0,Step Cut,,
FR5127,3.0,146.8,NQ-900E9001064E,9X9,SLP,Full PPF,120.0,Step Cut,3.0,3.0
FR5129,3.0,179.65,ND-450D3001014Z,3X4.5,SLP,,780.0,Step Cut,,
FR5131,3.0,196.59,NQ-550D3501024U,3.5X5.5,SLP,,560.0,Step Cut,,
FR5145,3.0,237.66,NQ-300E3001016Z,3X3,SLP,Full PPF,1170.0,Step Cut,5.0,5.0
FR5147,3.0,163.99,NQ-500E5001032Z,5X5,SLP,,440.0,Step Cut,,
FR5150,5.0,197.27,5QC500S500U032U,5X5,QFN,Copper ,440.0,,11.0,11.0
FR5157,5.0,197.27,4QZ500M500U031U,5X5,QFN,Copper ,440.0,,11.0,11.0
FR5177,5.0,186.93,4Q-500M600U041U,6X5,QFN,Copper ,360.0,,3.0,3.0
FR5193,3.0,242.04,NQ-400E4001024Z,4X4,SLP,Full PPF,700.0,Step Cut,5.0,5.0
FR5196,5.0,163.89,NQ-800E8001056U,8X8,SLP,Copper ,175.0,Full Cut,3.0,3.0
FR5210,5.0,183.03,TQ-500E600U039U,5X6,QFN,Copper ,360.0,,7.0,7.0
FR5220,5.0,141.35,TD-700M500U032U,5X7,QFN,Copper ,320.0,,1.0,1.0
FR5230,5.0,162.99,TQ-400E500U025U,5X4,QFN,Copper ,560.0,,1.0,1.0
FR6002,2.0,189.56499999999997,MQ-700E7001048A,7X7,SLP,Copper ,240.0,Step Cut,1.0,1.0
FR6003,2.0,217.37,MQ-600E6001040A,6X6,SLP,,315.0,,,
FR6004,5.0,236.08,MQ-700E7001048A,7X7,SLP,,240.0,Full Cut,,
FR6006,5.0,242.79,MQ-500E6001044A,6X5,SLP,Copper ,360.0,Full Cut,1.0,1.0
FR6009,2.0,190.28,ND-300E3001006A,3X3,SLP,,1170.0,Step Cut,,
FR6011,2.0,231.3,MQ-500E5001032A,5X5,SLP,Copper ,440.0,,2.0,2.0
FR6014,3.0,219.65,NQ-500E5001032A,5X5,SLP,Full PPF,440.0,Step Cut,2.0,2.0
FR6015,3.0,242.04,NQ-400E4001020A,4X4,SLP,Full PPF,700.0,Step Cut,5.0,5.0
FR6016,3.0,237.66,ND-300E3001008A,3X3,SLP,Full PPF,1170.0,Step Cut,5.0,5.0
FR6021,2.0,196.83,MQC600E6001040A,6X6,SLP,,315.0,,,
FR6022,3.0,180.66,MQC400E4001024A,4X4,SLP,,700.0,Step Cut,,
FR6026,3.0,207.3,TQ-400E5001028A,5X4,SLP,Full PPF,550.0,Step Cut,2.0,2.0
FR6041,5.0,192.28,NQC600E6001040A,6X6,SLP,,315.0,Full Cut,,
FR6042,5.0,179.74,NQ-700E7001048A,7X7,SLP,,240.0,Full Cut,,
FR6043,3.0,197.16,NDC200E2001008A,2X2,SLP,,2470.0,Step Cut,,
FR6053,3.0,242.04,NQ-400E4001024A,4X4,SLP,Full PPF,700.0,Step Cut,5.0,5.0
FR6055,3.0,229.62,NQC400E4001024A,4X4,SLP,,700.0,Step Cut,,
FR6059,3.0,163.74,NQ-700E7001048A,7X7,SLP,Full PPF,240.0,Step Cut,5.0,5.0
FR6063,3.0,197.58999999999997,TQ-500D5001032A,5X5,SLP,,440.0,Step Cut,,
FR6084,3.0,179.41,TD-170E2501002E,2.5X1.7,SLP,,2325.0,Step Cut,,
FR6096,5.0,331.87,TQ-300E4001020A,4X3,SLP,,910.0,Full Cut,,
FR6104,3.0,172.53,TD-200E2001008A,2X2,SLP,,2470.0,Step Cut,,
FR6109,5.0,265.93,NQ-700E7001048A,7X7,SLP,,240.0,Full Cut,,
FR6112,5.0,289.77,NQ-350E3501020A,3.5X3.5,SLP,,880.0,Full Cut,,
FR6125,3.0,210.66500000000002,TQ-400E5001026C,4X5,SLP,,550.0,Step Cut,,
FR6131,3.0,152.37,NQ-A00EA001072U,10X10,SLP,,120.0,Step Cut,,
FR6133,3.0,172.69000000000005,TQ-700E7001048K,7X7,SLP,,240.0,Step Cut,,
FR6134,5.0,229.71,TQ-400E400B026C,4X4,QFN,Copper ,700.0,,9.0,8.0
FR6139,5.0,251.16,NQ-400E4001024A,4X4,SLP,,700.0,Full Cut,,
FR6141,5.0,222.67,NQC600E6001028A,6X6,SLP,,315.0,Full Cut,,
FR6143,5.0,306.27,TQ-300E3001016C,3X3,SLP,,1170.0,Full Cut,,
FR6164,3.0,152.34,NQ-900E9001064A,9X9,SLP,,120.0,Step Cut,,
FR6170,5.0,246.19,TQ-425E4251022C,4.25X4.25,SLP,,540.0,Full Cut,,
FR6180,5.0,310.32,NQ-400E4001028K,4X4,SLP,,700.0,Full Cut,,
FR6194,5.0,239.93,TQC600E6001048U,6X6,SLP,,315.0,Full Cut,,
FR6195,3.0,302.375,TQ-500E5001032K,5X5,SLP,,440.0,Step Cut,,
FR7005,2.0,291.67,TQ-500EB00B056P,11X5,QFN,Full PPF,200.0,,1.0,1.0
FR7017,5.0,187.44,MQD415E875Z016C,8.75X4.15,QFN,Copper ,270.0,,1.0,1.0
FR7021,3.0,277.0,MQD375E600Z016C,6X3.75,QFN,Full PPF,450.0,,1.0,1.0
FR8025,5.0,183.29,NQC700E700B048U,7X7,QFN,Copper ,240.0,,5.0,5.0
FR8050,5.0,156.01,NQ-C00EC00B088U,12X12,QFN,Copper ,75.0,,2.0,2.0
FR8053,5.0,156.01,NQ-C00EC00B088U,12X12,QFN,Copper ,75.0,,2.0,2.0
FR8054,5.0,157.79,MQC800E800B056A,8X8,QFN,Copper ,175.0,,3.0,3.0
FR8058,3.0,153.7,NQCC00EC001108U,12X12,SLP,Full PPF,75.0,Step Cut,1.0,1.0
FRA001,5.0,229.71,NQC400E400A032K,4X4,QFN,Copper ,700.0,,9.0,8.0
FRA027,5.0,265.6,TD-400E300B014A,3X4,QFN,Copper ,910.0,,1.0,1.0
FRA056,5.0,314.67,TD-400D300B012A,4X3,QFN,Copper ,910.0,,1.0,1.0
FRA059,3.0,193.6,NQ-400E4001022K,4X4,SLP,,700.0,Step Cut,,
FRA066,3.0,207.3,NQ-400E5001022C,5X4,SLP,Full PPF,550.0,Step Cut,2.0,2.0
FRA068,5.0,271.57,TD-500D300B016K,3X5,QFN,Copper ,715.0,,1.0,1.0
FRA071,5.0,366.63,TQ-300E300B012K,3X3,QFN,Copper ,1170.0,,3.0,3.0
FRA076,5.0,184.03,TQ-700M7001048K,7X7,SLP,,240.0,Full Cut,,
FRA090,5.0,308.9,TQ-300E2001015N,3X2,SLP,Copper ,1690.0,Full Cut,1.0,1.0
FRA092,3.0,148.6,NQCA00EA001072U,10X10,SLP,Full PPF,120.0,Step Cut,1.0,1.0
FRA100,5.0,312.62,TQ-300E4001017N,3X4,SLP,Copper ,910.0,Full Cut,1.0,1.0
FRA105,5.0,239.71,NQC800M600C030K,8X6,QFN,Copper ,225.0,,2.0,2.0
FRA108,5.0,302.5,TQ-350E3751017W,3.5X3.75,SLP,Copper ,770.0,Full Cut,1.0,1.0
FRA112,2.0,228.5,NQ-900E9001064K,9X9,SLP,,120.0,,,
FRA117,5.0,175.5,,,NAN,,,,,
FRA118,5.0,179.76,TQC700E7001048K,7X7,SLP,Copper ,240.0,Full Cut,3.0,3.0
FRA123,3.0,186.39,TD-300E2001010K,2X3,SLP,,1710.0,Step Cut,,
FRA124,5.0,327.06,4Q-400E500W030U,4X5,QFN,Copper ,560.0,,2.0,2.0
FRA125,5.0,267.27,TQ-350E5001019W,3.5X5,SLP,,605.0,Full Cut,,
FRA126,5.0,227.45,TQ-575E4501023N,5.75X4.5,SLP,,420.0,Full Cut,,
FRA127,5.0,229.71,TQ-400E400Z018W,4X4,QFN,Copper ,700.0,,9.0,8.0
FRA131,5.0,154.86,TQCA00MA001088U,10X10,SLP,,120.0,Full Cut,,
FRA133,5.0,236.33,TQ-300E600B027N,3X6,QFN,Copper ,585.0,,1.0,1.0
FRA135,3.0,408.0,NQ-300E300X016U,3X3,SFS,,1170.0,,,
FRA136,5.0,183.29,TQ-700E700A056E,7X7,QFN,Copper ,240.0,,5.0,5.0
FRA142,5.0,255.88,MQC400S4001024K,4X4,SLP,Copper ,700.0,Full Cut,1.0,1.0
FRA143,5.0,163.89,NQC800E8001068K,8X8,SLP,Copper ,175.0,Full Cut,3.0,3.0
FRA146,5.0,366.63,TQ-300E300B016N,3X3,QFN,Copper ,1170.0,,3.0,3.0
FRA147,5.0,179.76,TQC700E7001048K,7X7,SLP,Copper ,240.0,Full Cut,3.0,3.0
